RECEITA,INGREDIENTES,URL SITE,YOUTUBE,TEMPO,DIFICULDADE,CATEGORIAS
Massa Rancho,"g de carne de porco, g de toucinho cru, g de entrecosto,  bom chouriço,  cebola grande, Azeite ,  folha de louro,  dentes de alho,  malagueta,  copo de vinho branco, g de grão-de-bico, Polpa de tomate , Caldo de carne , g de macarrão grande, Sal, Pimenta, Couve-lombarda tostada, Tiras de presunto tostadas",https://www.24kitchen.pt/receita/massa-rancho,https://www.youtube.com/watch?v=g6QtdB5o_bk&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=57,60,dificil,Prato Principal
Carne de Porco à Portuguesa,"kg de carne de porco magra cortada em cubos,  cabeça de alhos,  colher de sopa de pimentão da horta,  copo de bom vinho branco,  folhas de louro, kg de batata encarnada, Sal , Pimenta , Azeite , Salsa fresca , Pickle de cenoura baby , Azeitonas sem caroço ",https://www.24kitchen.pt/receita/carne-de-porco-a-portuguesa,https://www.youtube.com/watch?v=xUEinTFQTxQ&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=58,45,média,Prato Principal
Pastéis de Tentúgal," gemas, ml de água, g de açúcar branco,  pau de canela, g de amêndoa com pele,  folhas de massa filo, g de manteiga derretida, Açúcar em pó ",https://www.24kitchen.pt/receita/pasteis-de-tentugal,https://www.youtube.com/watch?v=Mp4lQDCvek0&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=56,45,média,Sobremesa
Rolinhos de Caranguejo ,"g de manteiga,  dentes de alho,  caranguejos cozidos, Sal ,  malagueta em rodelas, Vinho branco , Sumo de limão , Pão brioche , Cebolinho picado , Maionese:,  ovo, Óleo , Sumo de limão , Sal ,  colher de chá de mostarda",https://www.24kitchen.pt/receita/rolinhos-de-caranguejo,https://www.youtube.com/watch?v=EE19AIyRTCo&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=59,45,média,"Aperitivos e Petiscos, Prato Principal"
Delírio de Ervilhas," chouriço,  dentes de alho,  tomates pelados e sem grainhas,  colher de café de açúcar mascavado,  colheres de sopa de concentrado de tomate, Vinho branco ,  colher de café de pimentão doce, Sal , Pimenta ,  colher de sopa de ágar em pó, g de ervilhas,  colher de bicarbonato de sódio,  ovos,  ramo de hortelã",https://www.24kitchen.pt/receita/delirio-de-ervilhas,https://www.youtube.com/watch?v=tg583GI8Q9k&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=62,45,média,Prato Principal
Tartezinhas,"Açúcar em pó , Creme de Pasteleiro:, l de leite gordo,  vagem de baunilha,  gemas, g de açúcar branco,  colheres de sopa de amido de milho,  colheres de sopa de farinha de trigo sem fermento, g de manteiga, Massa quebrada:, g de manteiga à temperatura ambiente, g de açúcar em pó,  gemas,  pitada de sal, g de farinha de trigo sem fermento, Pincelado:,  colher de sopa de geleia de marmelo,  colher de sopa de água,  colher de sopa de aguardente, Ganache:, g de chocolate negro, ml de natas frescas",https://www.24kitchen.pt/receita/tartezinhas,https://www.youtube.com/watch?v=Hq8YWFBqm5M&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=60,60,dificil,Sobremesa
Polvo e Salada," polvo cozido, Farinha , Ovo batido , Óleo para fritar , Pimenta preta , Maionese de alho:,  ovo, Azeite ,  alhos, Salada:, Batata bringida , Cenoura bringida , Ervilhas bringidas , Sumo de limão , Sal , Azeite ",https://www.24kitchen.pt/receita/polvo-e-salada,https://www.youtube.com/watch?v=W9xtQa0TqQc&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=64,60,dificil,Prato Principal
Empata,"g de presunto,  chalotas,  dentes de alho, Azeite   folha de louro ,  cravinhos, Tomilho fresco ,  cenouras,  alhos franceses, g de cogumelos marron,  pato cozido,  copo de vinho branco,  colheres de sopa de amido de milho, Caldo de pato , Sal , Pimenta ,  ovo inteiro para pincelar, Massa:, g de farinha de trigo sem fermento, ml de água da cozedura do pato, g de manteiga",https://www.24kitchen.pt/receita/empata,https://www.youtube.com/watch?v=8Zc-7C1Iu2I&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=63,45,média,"Aperitivos e Petiscos, Prato Principal"
Bolo de Laranja,"Massa:, g de açúcar amarelo, g de manteiga,  ovos, g de farinha de trigo sem fermento, Puré de  laranjas, ml de iogurte grego, g de amêndoa com pele triturada,  pitada de sal, Calda:, Sumo e raspa de  laranja, g de mel,  pau de canela",https://www.24kitchen.pt/receita/bolo-de-laranja,https://www.youtube.com/watch?v=0tuPUcs8zh8&list=PLECcAmNHq4DCkbwHxLo9Xe9wBs3n5ST3o&index=61,45,média,Sobremesa
Chorinha de Peixe," postas de peixe  sem espinha central, espinhas para o caldo, g de Cebola,  dentes de alho,  tomates pelados sem sementes, g de pimento Vermelho, g de coentros,  folha de louro, ml de Azeite, Q.b de Vinagre, Q.b de Sal, Q.b de Pimenta, Caldo de peixe, Alho francês,  colher chá piri-piri",https://www.24kitchen.pt/receita/chorinha-de-peixe,https://www.youtube.com/watch?v=bpJ4egkoJyg,45,média,Prato Principal
Torta de Viana,"Para a massa:, ,g de Fermento em pó,  g de Açúcar,  g de Farinha de trigo,  ovos, Para o recheio:, g de amido de milho, g de açúcar, ml de água,  gemas",https://www.24kitchen.pt/receita/torta-viana,https://www.youtube.com/watch?v=QK-ze4-3HIU,45,média,Sobremesa
Caldo Verde à Minhota," g de Couve galega,  Cebola,  Batatas pequenas,  rodelas de salpicão,  fatias de broa de milho,  dentes de alho,  folha de louro, ml de Azeite, Q.b de Sal",https://www.24kitchen.pt/receita/caldo-verde-braga,https://www.youtube.com/watch?v=Fj5cn5sAj10,45,média,Prato Principal
Cabrito Assado à Moda de Braga," gramas de batatas pequenas para assar,  perna e  pá de cabrito,  dentes de alho,  colher de chá de colorau,  folhas de louro, pimenta , sal , . dl de vinho branco, g de banha, g massa pimentão, Tomilho e alecrim qb.",https://www.24kitchen.pt/receita/cabrito-assado-braga,https://www.youtube.com/watch?v=l78TnjuZ2Kc,500,dificil,Prato Principal
Pudim de Prisco,"Caramelo:, g de açúcar, ml de água, Base:, g de toucinho de porco,  pau de canela, g de açúcar, ml de vinho do porto, ml de água,  cascas de limão,  gemas",https://www.24kitchen.pt/receita/pudim-abade-de-priscos,https://www.youtube.com/watch?v=zVFijpaNjtY,60,dificil,Sobremesa
Milho de Ribeira de Pena,"g de Milho branco triturado-, g de Alcatra de vaca, g Costeletas de porco, g de Pernas de Frango, g de Salpicão, und de Chouriço de sangue, und Cebola, und Dentes de Alho,  folha de Louro, Q.b de Azeite",https://www.24kitchen.pt/receita/milho-ribeira-pena,https://www.youtube.com/watch?v=FeFWWuf1hcU,500,dificil,Prato Principal
Bacalhau à Bruxa de Valpaços,"kg de bacalhau , g de Cebola, und de Dente de Alho, ml de Azeite, g de Toucinho, g de Batatas, ml de Vinagre, g de Salsa, Q.b de Sal, Q.b de Pimenta",https://www.24kitchen.pt/receita/bacalhau-bruxa-valpacos,https://www.youtube.com/watch?v=Fh3j7fgo_aY,45,média,Prato Principal
Vitela Assada,"g de Vitela, und de Dente de alho, ml de Vinho branco, ml de Azeite, g de Banha de Porco, und de Folha de louro, Q.b de Sal, Q.b de Pimenta preta, Q.b de Pimentão doce, Q.b de Manteiga, g Arroz Carolino, und de Cenoura",https://www.24kitchen.pt/receita/vitela-assada,https://www.youtube.com/watch?v=A6k_A3pdnyU,60,dificil,Prato Principal
Sopa de Chicharros Verde,"g de feijão frade, g feijão verde, g de Batatas,  Tomate pelado,  Cebola, g de Arroz, g de Presunto, Hortelã qb., Arroz qb.",https://www.24kitchen.pt/receita/sopa-chicharros-verdes,https://www.youtube.com/watch?v=IXoWoI3TZik,60,dificil,Sopas e Cremes
Alheira à Transmontana,"und alheira, und de Ovo, g de batata,  molho de grelos de nabo,  und de Dente de alho, ml de Azeite",https://www.24kitchen.pt/receita/alheira-transmontana,https://www.youtube.com/watch?v=ZnBSYyAefuY,30,fácil,Prato Principal
Papos de Anjo," g de Açúcar, und de Gema, und de Ovo, l de Água, und. de limão, und de Pau de Canela, und. de cardamomo, und. de cravinho, Q.b de Manteiga",https://www.24kitchen.pt/receita/papos-de-anjo-braganca,https://www.youtube.com/watch?v=Bx75YJJGf8M,45,média,Prato Principal
Bola de Presunto,"g de farinha sem fermento, g de fermento padeiro, ml de água morna,  colher de chá de sal fino, g de manteiga à temperatura ambiente, g de presunto, azeite ,  ovos",https://www.24kitchen.pt/receita/bola-presunto-viseu,https://www.youtube.com/watch?v=h93Ef7l8dyo,120,dificil,Prato Principal
Arroz de Pato à Lafões,"und pato, g de Presunto, und chouriço, uni Cenoura, uni Nabo, g de Couve penca, g de Feijão verde, g de Cebola,  dente de alho, ml de Azeite, und de cravinho, g de Arroz carolino, Tomilho,  folha de louro",https://www.24kitchen.pt/receita/arroz-pato-lafoes,https://www.youtube.com/watch?v=cvW9-cdj0M8,120,dificil,Prato Principal
Bacalhau Assado com Batata a murro,"kg de Lombo de Bacalhau , g de Batata Nova, ml de Azeite,  dentes de Alho,  uni cebola, Q.b.Salsa, g broa",https://www.24kitchen.pt/receita/bacalhau-assado-com-batatas,https://www.youtube.com/watch?v=7YlLLbLNXjc,45,média,Prato Principal
Caldo de Castanhas," ovos, kg de castanhas, gr de açúcar mascavado,  colher de chá de canela em pó,  colher de chá de erva doce, gr de manteiga à temperatura ambiente,  laranja ,  cálice de vinho do porto,  pitada de sal",https://www.24kitchen.pt/receita/bolo-de-castanha-com-calda,https://www.youtube.com/watch?v=eyEastA8a6I,45,média,Sopas e Cremes
Coelho à Caçador," coelho , meia Cebola, und de Dente de Alho, und de Folha de Louro, g de Alecrim, g de toucinho defumado, ml de Vinho tinto,  ml de Azeite, g de Colorau,  Tomate pelado, Q.b de Sal, c. chá de Pimenta, Caiena, Pimenta preta qb., g de Batata, Q.b de Pão Rústico,  ramo de Alecrim,  ramo de tomilho",https://www.24kitchen.pt/receita/coelho-cacador,https://www.youtube.com/watch?v=fQHiZAg1QlM,90,dificil,Prato Principal
Arroz doce de Cesto," banana, Açúcar em pó  Coco desidratado laminado, Sementes de sésamo  Flôr de sal  Raspas de lima  Arroz doce, ml de leite de coco, ml de leite gordo,  erva príncipe,  vagem de baunilha, g de arroz carolino, Metade de  banana, g de açúcar mascavada escuro,  gemas",https://www.24kitchen.pt/receita/arroz-doce-de-coco-e-banana,https://www.youtube.com/watch?v=43sbCowVoN8,45,média,Sobremesa
Amêijoas à Bulhão Pato,"g amêijoa, ml azeite, und de Dente de Alho, g de Coentros, ml de Vinho branco,  uni Malagueta,  uni erva-príncipe, Q.b. Gengibre,  Limão,  Lima-Q.b. de Sal",https://www.24kitchen.pt/receita/ameijoas-bulhao-pato-porto,https://www.youtube.com/watch?v=wFx2s71sj1U,30,fácil,Aperitivos e Petiscos
Bacalhau à Gomes de Sá,"g de Lombo de Bacalhau, g de Batata, ml de Azeite, g de Cebola, und de Dente de Alho,  folhas de louro,  und de Ovo,  ramo de Salsa, Q.b. Pimenta,  ovo cozido  minutos",https://www.24kitchen.pt/receita/bacalhau-gomes-de-sa-porto,https://www.youtube.com/watch?v=QxXfRx6iuYQ,45,média,Prato Principal
Tripas à Moda do Porto," g dobrada sortida,  g presunto,  g chouriço de carne,  g toucinho,  g feijão branco cozido,  ml vinho branco, c. Sopa polpa de tomate,  cebola,  dentes de alho,  tomates,  cenouras,  ramo salsa, sal , pimenta branca em grão moída ,  c.chá piripiri, salsa picada ,  ml caldo de carne,  Ramo de tomilho",https://www.24kitchen.pt/receita/tripas-moda-do-porto,https://www.youtube.com/watch?v=u5YiicLbTaE,180,dificil,Prato Principal
Rojões,"g de carne de porco aos pedaços ,  dentes de alho laminados,  colheres de sopa de banha de porco, g de batatinhas com casca,  molho de grelos cozidos, Água , Sal , Azeite ",https://www.24kitchen.pt/receita/rojoes-a-moda-de-aveiro,https://www.youtube.com/watch?v=jHFR4Po5vEI,45,média,Prato Principal
Pão-de-Ló de Ovar," gemas,  ovos inteiros,  pitada de sal, g de açúcar, g de farinha, Papel vegetal para forrar a forma, Manteiga  para untar a forma",https://www.24kitchen.pt/receita/pao-de-lo-de-ovar,https://www.youtube.com/watch?v=jmQsK2KTa9I,45,média,Sobremesa
Tiborna de Bacalhau,"und de Dente de alho, ml de Azeite, g de Azeitonas laminadas,  Lombo de bacalhau, Piripiri, g cebolas pequenas, Q.b de Sal,  azeitonas pretas,  fatia de broa, Couve coração cortada em juliana, Couve lombarda cortada em juliana",https://www.24kitchen.pt/receita/tiborna-bacalhau,https://www.youtube.com/watch?v=GSVnbtKMKOk,60,dificil,Prato Principal
Chanfana,"g de Carne de borregopernas e barriga, ml de Azeite, c. sopa de Banha, g de Cebola, und de Dente deAlho, und de Cravinho, und de Folha de Louro, Q.b.de sal,  c.chá de Pimenta preta, ml de Vinho Tinto, Q.b. bacon aos cubos, ml caldo de carne,  nabo,  cenouras,  ramo de Alecrim,  ramo de Tomilho,  c.chá de Piripiri",https://www.24kitchen.pt/receita/chanfana-coimbra,https://www.youtube.com/watch?v=oPsFHm1qk7Q,120,dificil,Prato Principal
Moelas,"g de Moelas, ml de Vinho branco, ml de Cerveja,  Cebola média, und de Dente de Alho,  folhas de Louro, c.sopa Polpa de tomate, Q.b de Azeite, Q.b de Sal, ml de Caldo de Frango, Farinha para polvilhar,  c.chá talos de salsa,  Tomate pelado picado, Q.b. piri-piri, Q.b. pimenta, Q.b. farinha",https://www.24kitchen.pt/receita/moelas-coimbra,https://www.youtube.com/watch?v=8aywnrjRdpg,30,fácil,Prato Principal
Pudim das Clarissas,"und de Gema, ml de Água, g de Manteiga, g de Açúcar,  Ramo de Hortelã,  ananás,  manga,  kiwi,  morangos,  framboesas",https://www.24kitchen.pt/receita/pudim-clarissas,https://www.youtube.com/watch?v=1R2dTX4StcI,60,dificil,"Aperitivos e Petiscos, Prato Principal"
Fígados de Cebolada," g de fígados de porco, g de cebola, und de Dente de alho, ml de Vinho branco, und de Folha de Louro, c. sopa de vinagre, ml deazeite, Pimentão-doce ,  ramo salsa picada, Q.b de Sal,  und de Malagueta, Q.b leite, Q.b. farinha",https://www.24kitchen.pt/receita/figados-de-cebolada,https://www.youtube.com/watch?v=du7KW6JstGg,240,dificil,Prato Principal
Tigelada,".L leite,  ovos,  rapas de Limão,  pau de Canela, g Açúcar, g Farinha,  sal",https://www.24kitchen.pt/receita/tigelada-castelo-branco,https://www.youtube.com/watch?v=VykHXLJqJ5I,60,dificil,Sobremesa
Sopa da Beira,"und folhas de Couve galega, g de Nabiças,  fatia de presunto,  cenouras, ml de Azeite, g de Farinha de milho, Q.b de Sal, Q.b de Pimenta,  cebola,  folha de louro, c chá pimenta,  ramo tomilho,  uni dentes alho",https://www.24kitchen.pt/receita/sopa-beira-castelo-branco,https://www.youtube.com/watch?v=TfqI25dWxm0,60,dificil,Sopas e Cremes
Canja de Bacalhau," Lombo de Bacalhau, uni Cebola, g de Sopa de azeite, und de Dente de alho,  ovo escalfado, g de Arroz carolino, Q.b Coentros, Q.b hortelã,  folha de louro, Q.b de Sal,  cenouras, Feijão verde",https://www.24kitchen.pt/receita/canja-bacalhau,https://www.youtube.com/watch?v=bHG6LEuiFNg,45,média,Sopas e Cremes
Frango na Púcara,"und de pernas de frango, Caldo de frango, g de Presunto, und de Cebolinha, und de Dentes de alho, g de cogumelos, ml de brandy, ml de Vinho do porto, ml de Vinho branco, g de Farinha, c sopa de Manteiga, Q.b de Sal, Q.b. toucinho, Q.b. salsa,  tomate",https://www.24kitchen.pt/receita/frango-na-pucara,https://www.youtube.com/watch?v=gC7ZfhQxkPE,45,média,Prato Principal
Sopa da Pedra,"g de Feijão vermelho,  Chouriço de carne,  de Chouriço de sangue, g de Toucinho,  salpicão,  de Cebola, und de Dente de alho,  de batatas,  ramo de coentros, Q.b. de Sal, und de Folha de Louro,  c.chá de Pimenta preta",https://www.24kitchen.pt/receita/sopa-pedra,https://www.youtube.com/watch?v=3Fyuxbbl_3Y,60,dificil,Sopas e Cremes
Torricado de Bacalhau," Lombo de bacalhau ,  Fatias de pão, ml de Azeite,  ramo de Coentros, Q.b. de Sal, uni de Pimento vermelho, uni de Pimento verde, Q.b. de piri-piri, Q.b. vinagre,  dentes de alho",https://www.24kitchen.pt/receita/torricado-bacalhau,https://www.youtube.com/watch?v=4_e9oWqw3b4,30,fácil,Prato Principal
Favas com Entrecosto,"g de Favas descascadas, g de Entrecosto,  de Chouriço,  de Farinheira,  de Morcela,  Cebola, und de Dente de alho,  ml de vinho branco, c. sopa de Polpa de tomate, g de banha de porco, ml de Azeite, g de Massa de pimentão, und de Folha de Louro, Q.b. de Sal, Q.b de Pimenta, Q.b caldo de carne",https://www.24kitchen.pt/receita/favas-com-entrecosto,https://www.youtube.com/watch?v=Z2K3cnqDStg,60,dificil,Prato Principal
Bacalhau à Brás," lombo de bacalhau, g de batata, g de Cebola, und de dentes de alho, und folhas de louro, ml de Azeite, und de Ovo, und de Gema, Q.b de Azeitona Preta, Q.b de Salsa, Q.b de Sal, Q.b de Pimenta",https://www.24kitchen.pt/receita/bacalhau-a-bras-lisboa,https://www.youtube.com/watch?v=tLltNeurcD8,30,fácil,Prato Principal
Bitoque,"g de Bife da vazia, ml de Azeite, g de Manteiga, und de Dente de alho,  folhas de louro, und de Ovo, c.chá de Mostarda Dijon, Q.b de Sal, Q.b de Óleo, Q.b de Azeite,  ml água,  ml de vinagre,  c.sopa açúcar, c.chá pimenta preta,  cenoura cubos,  couve-flor cubos,  pepino cubos,  vinho branco,  caldo carne",https://www.24kitchen.pt/receita/bitoque-lisboa,https://www.youtube.com/watch?v=H50nxKwYMPU,30,fácil,Prato Principal
Ensopado de Borrego,", kg de borrego, g tomates, g de cebola, und dentes de alho, ml de vinho branco, ml deazeite, g de banha, ml de Caldo de carne, Q.b. Colorau, und de folhas de louro,  pão Caseiro,  ramo de cheiros , Q.b de Sal, Q.b de piri-piri, Q.b. pimenta-preta, Óleo para fritar",https://www.24kitchen.pt/receita/ensopado-borrego-portalegre,https://www.youtube.com/watch?v=pHRwQlQPu3c,240,dificil,Prato Principal
Cozido de Grão,"gr de grão,  de Chouriço de carne,  Farinheira,  de morcela,  gr toucinho eou outras carnes a gosto,  gr feijão verde,  Cenouras, gr de Batatas,  ramo hortelã, Q.b de sal, Q.b de piri-piri, und de Dente de alho,  Cebola, Caldo de carne,  folhas de louro",https://www.24kitchen.pt/receita/cozido-de-grao,https://www.youtube.com/watch?v=4erVaj2VB6A,60,dificil,Prato Principal
Sericaia,"und de limão, L de leite,  pau de canela, Q.b de Sal,  ovos, g de farinha de trigo, g de açúcar, Q.b de Canela em pó",https://www.24kitchen.pt/receita/sericaia-portalegre,https://www.youtube.com/watch?v=WkbIkW28wKE,30,fácil,Sobremesa
Choco Frito," kg de tiras de choco, Sal, Óleo para fritar, Maionese:,  dente de alho,  lima,  ramo de coentros,  c.chá mostarda Dijon, Q.b. piri-piri, Q.b. Sal,  ovo,  Óleo vegetal, Polme:, g farinha, g amido de milho, Tinta de choco, Fermento,  garrafas água gaseificada",https://www.24kitchen.pt/receita/choco-frito-setubal,https://www.youtube.com/watch?v=wW56Cg0BQjA,30,fácil,"Aperitivos e Petiscos, Prato Principal"
Caldeirada de Cavala," cavala,  batata doce,  cebola,  tomates triturado,  dentes de alho,  pimentos vermelho,  c.sopa polpa de tomate, g tomate triturado, Azeite, ml de vinho branco,  ramo de coentros,  sal,  folhas de louro, Q.b Gengibre, Q.b. erva-príncipe,  folhas de lima kaffir,  folha de louro, ml Caldo de peixe",https://www.24kitchen.pt/receita/caldeirada-de-cavala,https://www.youtube.com/watch?v=pOCCRzkAw8M,30,fácil,Prato Principal
